Bil,Nama Taman,Daerah,Mukim,Poskod,Bilangan Rumah
398,TAMAN RU 2,Nilai,SETUL,71700,28
399,TAMAN SRI KELEDANG ,Nilai,SETUL,71700,25
400,TAMAN SRI GADING,Nilai,SETUL,71700,66
401,TAMAN GADING JAYA,Nilai,SETUL,71700,24
402,TAMAN GADING INDAH,Nilai,SETUL,71700,43
403,TAMAN SRI ANGSANA,Nilai,SETUL,71700,136
404,TAMAN BUKIT SAGA,Nilai,SETUL,71700,156
405,TAMAN BUKIT KEMUNING,Nilai,SETUL,71700,25
406,TAMAN MERANTI,Nilai,SETUL,71700,147
407,TAMAN BERINGIN JAYA,Nilai,SETUL,71700,22
408,TAMAN KAYANGAN,Nilai,SETUL,71700,307
409,TAMAN MANTIN PUTRA,Nilai,SETUL,71700,243
410,TAMAN ANGGERIK ,Nilai,SETUL,71700,197
411,COLLEGE HEIGHTS GARDEN RESORT,Nilai,SETUL,71700,"2,083"
412,TAMAN MULIA ,Nilai,SETUL,71700,498
413,TAMAN PERDANA COLLEGE HEIGHTS,Nilai,SETUL,71700,"2,010"
414,TAMAN BUKIT CITRA,Nilai,SETUL,71700,749
415,TAMAN BUKIT INAI ,Nilai,SETUL,71700,200
416,TAMAN MURNI ,Nilai,SETUL,71700,28
417,TAMAN DAHLIA ,Nilai,SETUL,71700,69
418,TAMAN MUTIARA ,Nilai,SETUL,71700,30
419,TAMAN MELOR ,Nilai,SETUL,71700,197
420,TAMAN NADA ALAM,Nilai,SETUL,71700,"1,188"
421,TAMAN DESA SERINGIN,Nilai,SETUL,71700,198
422,TAMAN DESA SAGA,Nilai,SETUL,71700,112
423,TAMAN TERATAI,Nilai,SETUL,71800,241
424,TAMAN DESA MAYANG SARI,Nilai,SETUL,71800,743
425,NILAI 3 APARTMENT,Nilai,SETUL,71800,263
426,TAMAN DESARIA NILAI 5,Nilai,SETUL,71800,448
427,LAMAN JASMIN,Nilai,SETUL,71800,129
428,LAMAN DILLENIA,Nilai,SETUL,71800,225
429,LAMAN ISORA,Nilai,SETUL,71800,99
430,LAMAN KEKWA,Nilai,SETUL,71800,107
431,LAMAN DAHLIA,Nilai,SETUL,71800,139
432,LAMAN LILI,Nilai,SETUL,71800,88
433,LAMAN LAVENDA,Nilai,SETUL,71800,63
434,LAMAN TULIP,Nilai,SETUL,71800,62
435,LAMAN AKASIA,Nilai,SETUL,71800,223
436,LAMAN KENANGA,Nilai,SETUL,71800,244
437,LAMAN ORKID,Nilai,SETUL,71800,338
438,LAMAN DELFINA,Nilai,SETUL,71800,430
439,LAMAN AZALEA,Nilai,SETUL,71800,322
440,LAMAN ANGGERIK,Nilai,SETUL,71800,142
441,CAMELIA dan KIARA COURT APARTMENT,Nilai,SETUL,71800,400
442,DESA ANGGERIK,Nilai,SETUL,71800,761
443,DESA MELATI 1 dan 2,Nilai,SETUL,71800,757
444,DESA JATI,Nilai,SETUL,71800,129
445,DESA JATI (ACACIA PARK),Nilai,SETUL,71800,376
446,DESA JATI (JATI PARK),Nilai,SETUL,71800,149
447,DESA JATI APARTMENT ,Nilai,SETUL,71800,432
448,DESA CASUARINA,Nilai,SETUL,71800,445
449,DESA KASIA,Nilai,SETUL,71800,293
450,NILAI SPRINGS VILLA ,Nilai,SETUL,71800,"1,010"
451,NILAI SPRINGS HEIGHTS,Nilai,SETUL,71800,195
452,KASTURI HEIGHTS,Nilai,SETUL,71800,170
453,TAMAN BAN AIK,Nilai,LABU,71800,82
454,TAMAN NILAI,Nilai,LABU,71800,44
455,TAMAN SEMARAK 1,Nilai,LABU,71800,582
456,TAMAN SEMARAK 2,Nilai,LABU,71800,"3,099"
457,TAMAN ROS MERAH,Nilai,LABU,71800,54
458,TAMAN NILAI SETIA,Nilai,LABU,71800,14
459,TAMAN NILAI PERDANA,Nilai,LABU,71800,"1,085"
460,TAMAN IMPIANA VILLA,Nilai,LABU,71800,145
461,PANGSAPURI YADIN IMPIANA ,Nilai,LABU,71800,42
462,DESA MELATI 3,Nilai,LABU,71800,565
463,DESA JASMIN 1,Nilai,LABU,71800,121
464,DESA JASMIN 2,Nilai,LABU,71800,633
465,DESA CEMPAKA,Nilai,LABU,71800,"1,350"
466,DESA CEMPAKA 2,Nilai,LABU,71800,358
467,DESA CEMPAKA 3,Nilai,LABU,71800,529
468,DESA CEMPAKA (SPECIAL SCHEME),Nilai,LABU,71800,80
469,CEMPAKA COURT APARTMENT,Nilai,LABU,71800,236
470,CEMPAKAPURI I dan II APARTMENT,Nilai,LABU,71800,528
471,CEMPAKAPURI III APARTMENT,Nilai,LABU,71800,60
472,CEMPAKAPURI IV ,Nilai,LABU,71800,464
473,DESA INDAH 1 ,Nilai,LABU,71800,836
474,DESA INDAH 2,Nilai,LABU,71800,60
475,IMPIANA RESIDENCE,Nilai,LABU,71800,130
476,DESA KOLEJ,Nilai,LABU,71800,476
477,DESA PALMA APARTMENT,Nilai,LABU,71800,"1,240"
478,SUTERA INDAH APARTMENT,Nilai,LABU,71800,160
479,NILAI SANTALIA APARTMENT,Nilai,LABU,71800,115
480,ANGGERIK COURT APARTMENT,Nilai,LABU,71800,158
481,PANGSAPURI BAYU 1,Nilai,LABU,71800,248
482,PANGSAPURI BAYU 2,Nilai,LABU,71800,158
483,TAMAN PEKAN LABU BT 10,Nilai,LABU,71900,18
484,TAMAN TIROI,Nilai,LABU,71900,31
485,TAMAN LABU INDAH,Nilai,LABU,71900,63
486,PLANTERS HAVEN,Nilai,LABU,71900,158
487,EKA MATAHARI,Nilai,LABU,71760,996
488,TAMAN SRI PINANG,Nilai,LABU,70200,228
489,TAMAN PINGGIRAN MARKISA,Nilai,LABU,71900,53
490,TAMAN SRI RAMBAI,Nilai,LABU,71900,24
491,BANDAR AINSDALE,Nilai,LABU,70200,979
492,TAMAN SERI LABU,Nilai,LABU,71760,38
493,LAMAN KEMBOJA,Nilai,LABU,71800,199
494,LAMAN JASMIN,Nilai,LABU,71800,168
495,LAMAN CEMPAKA,Nilai,LABU,71800,494
496,LAMAN ALAMANDA,Nilai,LABU,71800,392
497,LAMAN BAKAWALI,Nilai,LABU,71800,998
498,ALAM MELANIA atau ENSTEK,Nilai,LABU,71760,683
499,JENTAYUatau ENSTEK,Nilai,LABU,71760,170
500,CENDERAWASIH atau ENSTEK,Nilai,LABU,71760,328
501,TIMUR1 atau ENSTEK,Nilai,LABU,71760,105
502,TIMUR2 atau ENSTEK,Nilai,LABU,71760,483
503,TIMUR4 atau ENSTEK,Nilai,LABU,71760,194
504,TIMUR5 atau ENSTEK,Nilai,LABU,71760,428
505,TAMAN GADONG JAYA,Nilai,LABU,71900,"1,703"
506,TAMAN GADONG INDAH,Nilai,LABU,71900,300
507,TAMAN GADONG PUTRA,Nilai,LABU,71900,72
508,TAMAN SENDAYAN INDAH,Nilai,LABU,71950,544
509,TAMAN BUKIT SENDAYAN,Nilai,LABU,71950,735
510,IDAMAN VILA,Nilai,LABU,71950,517
511,IDAMAN CASA,Nilai,LABU,71950,284
512,IDAMAN BAYU,Nilai,LABU,71950,178
513,NUSARI BAYU ,Nilai,LABU,71950,"2,278"
514,NUSARI AMAN ,Nilai,LABU,71950,"1,814"
515,HIJAYU ,Nilai,LABU,71950,"3,645"
516,SURIAMAN ,Nilai,LABU,71950,"1,263"
517,SAUJANA TROPIKA,Nilai,LABU,70300,286
518,SAUJANA DUTA,Nilai,LABU,70300,271
519,SAUJANA SUTERA,Nilai,LABU,70300,532
520,SAUJANA INDAH,Nilai,RASAH,70300,406
521,SAUJANA PRIMA,Nilai,RASAH,70300,436
522,RIMBUN IRAMA,Nilai,RASAH,70300,196
523,RIMBUN HARMONI,Nilai,RASAH,70300,228
524,TAMAN MANTAU INDAH,Nilai,RASAH,70300,419
525,TAMAN MANTAU INDAH 2,Nilai,RASAH,70300,365
526,TAMAN MANTAU INDAH 3,Nilai,RASAH,70300,322
527,RASAH KEMAYAN GOLF dan COUNTRY TOWNSHIP,Nilai,RASAH,70300,"2,172"
528,PANGSAPURI PUNCAK RASAH,Nilai,RASAH,70300,196
529,RIMBA RESIDENSI atau RASAH KEMAYAN,Nilai,RASAH,70300,99
530,TAMAN BALI VILLA,Nilai,RASAH,70300,86
531,TAMAN NUSA INTAN,Nilai,AMPANGAN,70400,"1,546"
532,TUANKU JAAFAR GOLF COUNTRY dan RESORT,Nilai,AMPANGAN,71450,313
533,VILLA KASIA ,Nilai,AMPANGAN,71450,126
534,VILLA ANGSI ,Nilai,AMPANGAN,71450,56
535,TAMAN BANDAR SENAWANG ,Nilai,AMPANGAN,70450,"2,191"
536,TAMAN TUANKU JAAFAR,Nilai,RANTAU,71450,"3,647"
537,TAMAN TUANKU AMPUAN NAJIHAH,Nilai,RANTAU,71450,563
538,TAMAN SEREMBAN JAYA,Nilai,RANTAU,70450,"5,520"
539,BANDAR SEREMBAN SELATAN,Nilai,RANTAU,71450,"2,650"
540,BUKIT SRI SENAWANG,Nilai,RANTAU,71450,560
541,TAMAN SRI PERMATA,Nilai,RANTAU,71450,154
542,TAMAN PINGGIRAN SENAWANG,Nilai,RANTAU,71450,"1,469"
543,TAMAN SENAWANG PERDANA,Nilai,RANTAU,71450,875
544,TAMAN BUNGA RAYA ,Nilai,RANTAU,71200,90
545,TAMAN BUNGA SEJATI,Nilai,RANTAU,71200,81
546,TAMAN BUNGA SEJATI 3,Nilai,RANTAU,71200,134
547,TAMAN JED INDAH,Nilai,RANTAU,71200,15
548,TAMAN KOPERASI KG. STESYEN,Nilai,RANTAU,71200,44
549,TAMAN RIBU,Nilai,RANTAU,71200,36
550,TAMAN EMAS PERDANA,Nilai,RANTAU,71200,39
551,TAMAN RANTAU,Nilai,RANTAU,71200,102
552,TAMAN PASIR MAS,Nilai,RANTAU,71200,204
553,TAMAN BERSATU,Nilai,RANTAU,71200,7
554,TAMAN SRI RAMAI,Nilai,RANTAU,71200,208
555,TAMAN RANTAU TIN,Nilai,RANTAU,71200,7
556,TAMAN BUNGA ORKID,Nilai,RANTAU,71200,40
557,TAMAN RANTAU JAYA,Nilai,RANTAU,71200,44
558,TAMAN SRI ANGGERIK ,Nilai,RANTAU,71200,526
559,TAMAN CEMPAKA,Nilai,RANTAU,71200,117
560,TAMAN DELIMA,Nilai,RANTAU,71200,20
561,TAMAN KRISTAL,Nilai,RANTAU,71200,23
562,TAMAN MAWAR,Nilai,RANTAU,71200,31
563,BANDAR EKAR RANTAU,Nilai,RANTAU,71200,"2,101"
564,TAMAN SRI INTAN,Nilai,RANTAU,71200,84
565,TAMAN MUTIARA,Nilai,RANTAU,71200,209
566,TAMAN DESA DATO' KLANA,Nilai,PANTAI,71770,77
567,TAMAN DESA PERMAI,Nilai,PANTAI,71770,38
568,TAMAN KLANA JAYA,Nilai,LENGGENG,71750,29
569,TAMAN AROWANA,Nilai,LENGGENG,71750,121
570,BANDAR TASIK SENANGIN,Nilai,LENGGENG,71750,"10,428"
571,TAMAN ULU BERANANG,Nilai,LENGGENG,71750,99
572,TAMAN DESA KLANA,Nilai,LENGGENG,71750,63
573,TAMAN MELATI,Nilai,LENGGENG,71750,51
574,TAMAN KENARI,Nilai,LENGGENG,71750,79
575,TAMAN BROGA,Nilai,LENGGENG,71750,22
576,TAMAN SRI PULASAN,Nilai,SEREMBAN,70200,282
577,Taman Setiapuri,Port Dickson,PORT DICKSON,"71,000",35
578,Taman Seaview,Port Dickson,PORT DICKSON,"71,000",43
579,Taman Samudera,Port Dickson,PORT DICKSON,"71,000",145
580,Taman Seroja,Port Dickson,PORT DICKSON,"71,000",18
581,Taman Putera,Port Dickson,PORT DICKSON,"71,000",23
582,Taman Sri Bayu,Port Dickson,PORT DICKSON,"71,000",22
583,Taman PD Lavendar,Port Dickson,PORT DICKSON,"71,000",12
584,Taman Kiara 1 & 2,Port Dickson,PORT DICKSON,"71,000",91
585,Taman PD Delima,Port Dickson,PORT DICKSON,"71,000",26
586,Taman Sri Intan,Port Dickson,PORT DICKSON,"71,000",87
587,Taman Negeri,Port Dickson,PORT DICKSON,"71,000",88
588,Taman Negeri Baru,Port Dickson,PORT DICKSON,"71,000",70
589,Taman Negeri Indah,Port Dickson,PORT DICKSON,"71,000",18
590,Taman Pertama,Port Dickson,PORT DICKSON,"71,000",34
591,Taman Sri Kenangan,Port Dickson,PORT DICKSON,"71,000",36
592,Taman Ria,Port Dickson,PORT DICKSON,"71,000",115
593,Taman Pelangi,Port Dickson,PORT DICKSON,"71,000",70
594,Taman Pantai Mas,Port Dickson,PORT DICKSON,"71,000",169
595,Taman Indah Mas,Port Dickson,PORT DICKSON,"71,000",193
596,Taman PD Permata,Port Dickson,PORT DICKSON,"71,000",28
597,Taman Guru,Port Dickson,PORT DICKSON,"71,000",18
598,Taman PD Teknik,Port Dickson,PORT DICKSON,"71,000",59
599,Taman Selasih,Port Dickson,PORT DICKSON,"71,000",461
600,Desa Permai,Port Dickson,PORT DICKSON,"71,000",214
601,Taman Indah Desa,Port Dickson,PORT DICKSON,"71,000",0
602,Taman PD Idaman,Port Dickson,PORT DICKSON,"71,000",49
603,Taman Jasmin,Port Dickson,PORT DICKSON,"71,000",23
604,Taman Lukut Permai                                     ,Port Dickson,PORT DICKSON,"71,000",68
605,Taman Impian Lukut,Port Dickson,PORT DICKSON,"71,010",10
606,Taman Dataran Segar                                  ,Port Dickson,PORT DICKSON,"71,000",1205
607,Taman Sentosa 1,Port Dickson,PORT DICKSON,"71,010",56
608,Taman Sentosa 2                                         ,Port Dickson,PORT DICKSON,"71,010",48
609,Taman Port Dickson,Port Dickson,PORT DICKSON,"71,000",50
610,Taman Naga,Port Dickson,PORT DICKSON,"71,000",24
611,Taman Bunga Raya                                      ,Port Dickson,PORT DICKSON,"71,000",71
612,Taman Kota Lukut,Port Dickson,PORT DICKSON,"71,000",11
613,Taman PD Jaya ,Port Dickson,PORT DICKSON,"71,000",16
614,Taman Indah Baru,Port Dickson,PORT DICKSON,"71,000",139
615,Taman Lukut Indah,Port Dickson,PORT DICKSON,"71,000",0
616,Taman Aman,Port Dickson,PORT DICKSON,"71,000",54
617,Taman Lukut,Port Dickson,PORT DICKSON,"71,000",121
618,Taman Bandar Baru Lukut Jaya,Port Dickson,PORT DICKSON,"71,010",204
619,Taman Indah Wang,Port Dickson,PORT DICKSON,"71,000",81
620,Taman Desaru,Port Dickson,PORT DICKSON,"71,000",28
621,Taman Lukut Lagenda,Port Dickson,PORT DICKSON,"71,000",98
622,Taman Sri Parit,Port Dickson,PORT DICKSON,"71,000",22
623,Taman Wawasan,Port Dickson,PORT DICKSON,"71,000",296
624,Taman Indah Jaya ,Port Dickson,PORT DICKSON,"71,000",230
625,Taman Jaya Lukut,Port Dickson,PORT DICKSON,"71,010",56
626,Taman Tun Sambathan,Port Dickson,PORT DICKSON,"71,000",92
627,Taman Astana Harmoni,Port Dickson,PORT DICKSON,"71,000",145
628,Taman Vista Jaya,Port Dickson,PORT DICKSON,"71,000",171
629,Bandar Baru Spring Hill,Port Dickson,PORT DICKSON,"71,000",2614
630,Taman Bayu Indera Lukut ,Port Dickson,PORT DICKSON,"71,000",1047
631,Taman Sri Aman ,Port Dickson,PORT DICKSON,"71,000",164
632,Taman Sri Lukut,Port Dickson,PORT DICKSON,"71,000",139
633,Taman Lukut Makmur,Port Dickson,PORT DICKSON,"71,000",445
634,Taman D’ Pinggiran Kota,Port Dickson,PORT DICKSON,"71,000",192
635,Taman D’Ambang Kota,Port Dickson,PORT DICKSON,"71,000",139
636,PPR Taman Rebana ,Port Dickson,PORT DICKSON,"71,000",150
637,Taman Tanjung Gemuk,Port Dickson,PORT DICKSON,"71,000",110
638,Taman Sri Tanjung,Port Dickson,PORT DICKSON,"71,000",135
639,Taman NLFCS,Port Dickson,PORT DICKSON,"71,000",147
640,Taman Mikamas,Port Dickson,PORT DICKSON,"71,000",62
641,Taman Damai,Port Dickson,PORT DICKSON,"71,000",40
642,Taman Bukit Kg. Paya,Port Dickson,PORT DICKSON,"71,000",50
643,Taman Gemilang,Port Dickson,PORT DICKSON,"71,000",53
644,Taman Kg. Paya Utama,Port Dickson,PORT DICKSON,"71,000",39
645,Taman Flora,Port Dickson,PORT DICKSON,"71,000",89
646,Taman PD Era,Port Dickson,PORT DICKSON,"71,000",28
647,Taman PD Lagenda,Port Dickson,PORT DICKSON,"71,000",29
648,Taman Bukit Samudra,Port Dickson,PORT DICKSON,"71,000",39
649,Taman Kien Yap,Port Dickson,PORT DICKSON,"71,000",33
650,Taman Bakti   I 2 dan 3,Port Dickson,PORT DICKSON,"71,000",75
651,Taman PD Suria,Port Dickson,PORT DICKSON,"71,000",36
652,Taman Koperasi Setia,Port Dickson,PORT DICKSON,"71,000",37
653,Taman Megah,Port Dickson,PORT DICKSON,"71,000",52
654,Taman Megah Baru,Port Dickson,PORT DICKSON,"71,000",34
655,Taman Nesa,Port Dickson,PORT DICKSON,"71,000",88
656,Taman Shell Gate,Port Dickson,PORT DICKSON,"71,000",27
657,Taman Tiong Seng,Port Dickson,PORT DICKSON,"71,000",30
658,Taman Kg. Arab,Port Dickson,PORT DICKSON,"71,000",21
659,Taman PD Akasia,Port Dickson,PORT DICKSON,"71,000",19
660,Taman Kg Gelam,Port Dickson,PORT DICKSON,"71,000",66
661,Kuarters TNB ,Port Dickson,PORT DICKSON,"71,000",208
662,Taman PD Mewah,Port Dickson,PORT DICKSON,"71,000",22
663,Taman Muhibbah,Port Dickson,PORT DICKSON,"71,000",108
664,Taman Sri Mawar I dan II,Port Dickson,PORT DICKSON,"71,000",85
665,Taman Puteri,Port Dickson,PORT DICKSON,"71,000",27
666,Taman Orkid,Port Dickson,PORT DICKSON,"71,000",86
667,Taman PD Kemuning,Port Dickson,PORT DICKSON,"71,000",9
668,Jalan Rumah Rehat,Port Dickson,PORT DICKSON,"71,000",40
669,Taman PD Hartamas,Port Dickson,PORT DICKSON,"71,000",12
670,Taman Minang,Port Dickson,PORT DICKSON,"71,000",56
671,Taman Bukit Tuan Sheikh,Port Dickson,PORT DICKSON,"71,000",72
672,Taman Tuan Sheikh,Port Dickson,PORT DICKSON,"71,000",27
673,Taman Jalan Lama,Port Dickson,PORT DICKSON,"71,000",137
674,Taman Sri Bandar,Port Dickson,PORT DICKSON,"71,000",152
675,Taman Foursea,Port Dickson,PORT DICKSON,"71,000",46
676,Taman Mekar,Port Dickson,PORT DICKSON,"71,000",31
677,Taman Sutera Lama,Port Dickson,PORT DICKSON,"71,000",119
678,Taman PD Sutera,Port Dickson,PORT DICKSON,"71,000",70
679,Taman Jalan Masjid Lama,Port Dickson,PORT DICKSON,"71,000",25
680,Taman Impian Putra,Port Dickson,PORT DICKSON,"71,000",91
681,Taman Happy,Port Dickson,PORT DICKSON,"71,000",53
682,Taman Perdana,Port Dickson,PORT DICKSON,"71,000",32
683,Taman Toh Kee Kah,Port Dickson,PORT DICKSON,"71,000",55
684,Taman Mewah,Port Dickson,PORT DICKSON,"71,000",26
685,Kuarters TNB,Port Dickson,PORT DICKSON,"71,000",25
686,Pioneer Cove,Port Dickson,PORT DICKSON,"71,000",15
687,Taman Raja Zainal (TNB),Port Dickson,PORT DICKSON,"71,000",214
688,Taman PD Utama,Port Dickson,PORT DICKSON,"71,000",1454
689,Taman PD Rafflesia,Port Dickson,PORT DICKSON,"71,000",11
690,Taman PD Seraya,Port Dickson,PORT DICKSON,"71,000",36
691,Taman PD Damai,Port Dickson,PORT DICKSON,"71,000",24
692,Taman Lukut Sejahtera,Port Dickson,PORT DICKSON,"71,000",21
693,Taman Lukut Lagenda,Port Dickson,PORT DICKSON,"71,000",98
694,Taman PD Teknik 2,Port Dickson,PORT DICKSON,"71,000",28
695,Taman PR1Ma Port Dickson,Port Dickson,PORT DICKSON,"71,000",659
696,Taman Lukut Idaman,Port Dickson,PORT DICKSON,"71,000",81
697,Taman PD Mahkota,Port Dickson,PORT DICKSON,"71,000",16
698,Taman Bukit orkid,Port Dickson,PORT DICKSON,"71,000",18
699,Taman PD Mulberi ,Port Dickson,PORT DICKSON,"71,000",17
700,Taman Jimah Indah Site ’A’,Port Dickson,JIMAH,"71,200",68
701,Taman Jimah Jaya Site ’C’,Port Dickson,JIMAH,"71,200",889
702,Taman Bukit Pelandok,Port Dickson,JIMAH,"71,200",78
703,Taman Pelandok Jaya,Port Dickson,JIMAH,"71,200",48
704,Taman Kekwa,Port Dickson,JIMAH,"71,960",30
705,Taman Pantai Mewah ,Port Dickson,JIMAH,"71,200",34
706,Taman Murni,Port Dickson,JIMAH,"71,200",25
707,Taman Nuri,Port Dickson,JIMAH,"71,200",53
708,Taman Jimah Raya,Port Dickson,JIMAH,"71,200",8
709,Taman Bayan,Port Dickson,JIMAH,"71,200",27
710,Taman Bagan Kurnia,Port Dickson,JIMAH,"71,100",144
711,Taman Jentayu,Port Dickson,JIMAH,"71,200",46
712,Taman Melor,Port Dickson,JIMAH,"71,200",25
713,Taman Lagenda ,Port Dickson,JIMAH,"71,200",25
714,Taman Merpati,Port Dickson,JIMAH,"71,200",21
715,Taman Kasawari,Port Dickson,JIMAH,"71,200",28
716,Taman Iris,Port Dickson,JIMAH,"71,200",14
717,Taman Tulip,Port Dickson,JIMAH,"71,200",9
718,Taman Bunga Emas,Port Dickson,JIMAH,"71,200",24
719,Taman Rajawali,Port Dickson,JIMAH,"71,200",24
720,Taman Tiong Mas ,Port Dickson,JIMAH,"71,200",44
721,Taman Jimah Bistari ,Port Dickson,JIMAH,"71,200",30
722,R. Rakyat Kg. Sawah,Port Dickson,JIMAH,"71,200",100
723,Taman Sri Pinang,Port Dickson,SRI RUSA,"71,050",126
724,Taman Hilsa,Port Dickson,SRI RUSA,"71,050",20
725,Taman Desa Pinang,Port Dickson,SRI RUSA,"71,050",57
726,Taman TKK,Port Dickson,SRI RUSA,"71,050",80
727,Taman Dato’ Haji Abdul Samad,Port Dickson,SRI RUSA,"71,050",211
728,Taman Abu Zarim (TNB),Port Dickson,SRI RUSA,"71,050",55
729,Taman Eastern,Port Dickson,SRI RUSA,"71,050",67
730,Taman Desa Rusa,Port Dickson,SRI RUSA,"71,050",428
731,Taman Setia Damai,Port Dickson,SRI RUSA,"71,050",50
732,Taman Si Rusa,Port Dickson,SRI RUSA,"71,050",21
733,Taman Intan Duyung,Port Dickson,SRI RUSA,"71,050",688
734,Bandar Baru Sunggala,Port Dickson,SRI RUSA,"71,050",1026
735,Taman Melati,Port Dickson,SRI RUSA,"71,050",30
736,Taman Selayang,Port Dickson,SRI RUSA,"71,050",20
737,Taman Si Rusa Jaya,Port Dickson,SRI RUSA,"71,050",10
738,Taman Senangin,Port Dickson,SRI RUSA,"71,050",12
739,Taman Anggerik,Port Dickson,SRI RUSA,"71,050",40
740,Taman Sajak Permai,Port Dickson,SRI RUSA,"71,050",12
741,P.D. Village ,Port Dickson,SRI RUSA,"71,050",46
742,Taman Belida,Port Dickson,SRI RUSA,"71,050",102
743,Taman Telok Kemang ,Port Dickson,SRI RUSA,"71,050",69
744,Taman Bayu,Port Dickson,SRI RUSA,"71,050",93
745,Taman Layaran,Port Dickson,SRI RUSA,"71,050",10
746,P.D. Villa       ,Port Dickson,SRI RUSA,"71,050",192
747,Taman Almai,Port Dickson,SRI RUSA,"71,050",55
748,Taman Kerisi,Port Dickson,SRI RUSA,"71,050",22
749,Taman Sunggala Hartamas,Port Dickson,SRI RUSA,"71,050",630
750,Taman Arowana,Port Dickson,SRI RUSA,"71,050",20
751,Taman Intan Perdana                      ,Port Dickson,PASIR PANJANG,"71,250",1261
752,Taman Bukit Perdana,Port Dickson,PASIR PANJANG,"71,250",79
753,Villa Coral,Port Dickson,PASIR PANJANG,"71,250",132
754,Taman Politeknik,Port Dickson,PASIR PANJANG,"71,250",1600
755,Taman Orkid,Port Dickson,PASIR PANJANG,"71,250",75
756,Taman Bunga Kertas,Port Dickson,PASIR PANJANG,"71,250",15
757,Taman Tiara    ,Port Dickson,PASIR PANJANG,"71,250",18
758,Taman Anika,Port Dickson,PASIR PANJANG,"71,250",133
759,Taman Harum Manis   ,Port Dickson,PASIR PANJANG,"71,250",20
760,Taman Green View,Port Dickson,PASIR PANJANG,"71,250",397
761,Taman Peranginan Mutiara,Port Dickson,PASIR PANJANG,"71,250",252
762,Taman Setia ,Port Dickson,PASIR PANJANG,"71,250",90
763,Taman Sri Cermai,Port Dickson,PASIR PANJANG,"71,250",31
764,Taman Chye,Port Dickson,PASIR PANJANG,"71,250",42
765,Taman Pasir Panjang,Port Dickson,PASIR PANJANG,"71,250",13
766,Taman Sengkang (Fasa 1),Port Dickson,PASIR PANJANG,"71,250",72
767,Taman Bukit Cendana,Port Dickson,PASIR PANJANG,"71,250",56
768,Taman Angsana,Port Dickson,PASIR PANJANG,"71,250",52
769,Taman Belian,Port Dickson,PASIR PANJANG,"71,250",22
770,Taman Jati,Port Dickson,PASIR PANJANG,"71,250",26
771,Taman Pulai,Port Dickson,PASIR PANJANG,"71,250",10
772,Taman Markisa (beribu lagenda),Port Dickson,PASIR PANJANG,"71,250",25
773,Taman Linggi,Port Dickson,LINGGI,"71,150",66
774,Taman Air Kuning,Port Dickson,LINGGI,"71,150",26
775,Taman Mewah Linggi,Port Dickson,LINGGI,"71,150",69
776,Taman Bukit Kempas,Port Dickson,LINGGI,"71,150",135
777,Taman Desa PD,Port Dickson,LINGGI,"71,150",1281
778,Taman Desa Pinggitan,Port Dickson,LINGGI,"71,150",25
779,Taman Linggi Maju,Port Dickson,LINGGI,"71,150",54
780,Taman Linggi Fasa 3,Port Dickson,LINGGI,"71,150",24
781,Taman Tasik Bahau,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,49
782,TAMAN KHAYA,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,59
783,TAMAN MERBAU,Jempol,BANDAR BAHAU,72100,52
784,TAMAN TANJUNG,Jempol,PEKAN BAHAU,72100,97
785,RUMAH RAKYAT BAHAU,Jempol,BANDAR BAHAU,72100,50
786,TAMAN AKASIA,Jempol,KUALA JEMPOL,72100,48
787,TAMAN MEDANG,Jempol,BANDAR BAHAU & ROMPIN,72100,14
788,TAMAN KHAYA HEIGHTS,Jempol,PEKAN BAHAU,72100,24
789,TAMAN BINJAI,Jempol,PEKAN BAHAU,72100,10
790,RUMAH RAKYAT BAHAU 1,Jempol,BANDAR BAHAU,72100,141
791,TAMAN RASA SAYANG,Jempol,PEKAN BAHAU,72100,244
792,TAMAN MERANTI,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,"1,057"
793,TAMAN AWANA INDAH ,Jempol,PEKAN BAHAU,72100,241
794,TAMAN MUHIBBAH,Jempol,PEKAN BAHAU,72100,96
795,TAMAN RIA,Jempol,BANDAR BAHAU,72100,45
796,TAMAN CEMPAKA,Jempol,PEKAN BAHAU,72100,173
797,TAMAN SRI PELATING,Jempol,PEKAN BAHAU,72100,109
798,TAMAN TIMUR,Jempol,BANDAR BAHAU,72100,86
799,TAMAN ACBE,Jempol,BANDAR BAHAU,72100,497
800,TAMAN SORNAM,Jempol,BANDAR BAHAU,72100,110
801,TAMAN KSM,Jempol,PEKAN BAHAU & BANDAR BAHAU,72100,42
802,TAMAN SUM HUP,Jempol,BANDAR BAHAU,72100,69
803,TAMAN BAHAU INDAH,Jempol,BANDAR BAHAU,72100,252
804,TAMAN BAHAU ,Jempol,PEKAN BAHAU,72100,780
805,TAMAN DESA PUTERI,Jempol,PEKAN BAHAU,72100,520
806,TAMAN ANGKASA,Jempol,PEKAN BAHAU,72100,98
807,TAMAN JUARA,Jempol,PEKAN BAHAU,72100,224
808,TAMAN MELOR,Jempol,PEKAN BAHAU,73500,89
809,RUMAH RAKYAT ROMPIN 1,Jempol,PEKAN ROMPIN,73500,32
810,TAMAN MATAHARI,Jempol,PEKAN MAHSAN,72100,18
